 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
13:44 |   252 |     2.500e-05 |     0.2094 |          0.3112 |     0.3113 |            7258
26:29 |   253 |     2.500e-05 |     0.2094 |          0.2851 |     0.2852 |            7258
39:08 |   254 |     2.500e-05 |     0.2106 |          0.3011 |     0.3011 |            7258
51:45 |   255 |     2.500e-05 |     0.2083 |          0.3352 |     0.3352 |            7258
04:30 |   256 |     2.500e-05 |     0.2115 |          0.3649 |     0.3649 |            7258
17:14 |   257 |     2.500e-05 |     0.2093 |          0.5690 |     0.5689 |            7258
29:57 |   258 |     2.500e-05 |     0.2074 |          0.3199 |     0.3199 |            7258
42:39 |   259 |     2.500e-05 |     0.2066 |          0.2836 |     0.2837 |            7258
55:23 |   260 |     2.500e-05 |     0.2070 |          0.5465 |     0.5466 |            7258
08:14 |   261 |     2.500e-05 |     0.2067 |          0.7004 |     0.7003 |            7258
20:56 |   262 |     2.500e-05 |     0.2063 |          0.3893 |     0.3893 |            7258
33:34 |   263 |     2.500e-05 |     0.2082 |          0.2965 |     0.2965 |            7258
46:20 |   264 |     2.500e-05 |     0.2062 |          0.3262 |     0.3263 |            7258
59:08 |   265 |     2.500e-05 |     0.2067 |          0.6806 |     0.6806 |            7258
11:53 |   266 |     2.500e-05 |     0.2053 |          0.4878 |     0.4878 |            7258
24:34 |   267 |     2.500e-05 |     0.2034 |          0.5230 |     0.5230 |            7258
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
10:29 |   268 |     2.500e-05 |     0.2039 |          0.2810 |     0.2810 |            7160
23:10 |   269 |     2.500e-05 |     0.2059 |          0.4079 |     0.4079 |            7164
35:55 |   270 |     2.500e-05 |     0.2062 |          0.6061 |     0.6061 |            7164
48:35 |   271 |     2.500e-05 |     0.2056 |          0.2861 |     0.2862 |            7164
01:18 |   272 |     2.500e-05 |     0.2054 |          0.3372 |     0.3372 |            7164
13:57 |   273 |     2.500e-05 |     0.2015 |          0.2774 |     0.2774 |            7164
26:42 |   274 |     2.500e-05 |     0.2038 |          0.4393 |     0.4393 |            7164
39:23 |   275 |     2.500e-05 |     0.2026 |          0.2756 |     0.2757 |            7164
52:13 |   276 |     2.500e-05 |     0.2039 |          0.4657 |     0.4657 |            7164
04:57 |   277 |     2.500e-05 |     0.2027 |          0.4657 |     0.4657 |            7164
17:43 |   278 |     2.500e-05 |     0.2052 |          0.2755 |     0.2755 |            7164
30:22 |   279 |     2.500e-05 |     0.2039 |          0.4333 |     0.4334 |            7164
43:05 |   280 |     2.500e-05 |     0.1986 |          0.2903 |     0.2903 |            7164
55:49 |   281 |     1.250e-05 |     0.1565 |          0.2822 |     0.2822 |            7164
08:29 |   282 |     1.250e-05 |     0.1548 |          0.2583 |     0.2583 |            7164
21:08 |   283 |     1.250e-05 |     0.1538 |          0.2809 |     0.2810 |            7164
33:49 |   284 |     1.250e-05 |     0.1531 |          0.2535 |     0.2536 |            7164
46:35 |   285 |     1.250e-05 |     0.1531 |          0.2526 |     0.2526 |            7164
59:27 |   286 |     1.250e-05 |     0.1526 |          0.3219 |     0.3219 |            7164
12:05 |   287 |     1.250e-05 |     0.1530 |          0.2529 |     0.2529 |            7164
24:44 |   288 |     1.250e-05 |     0.1522 |          0.2509 |     0.2510 |            7164
37:25 |   289 |     1.250e-05 |     0.1522 |          0.2598 |     0.2598 |            7164
50:07 |   290 |     1.250e-05 |     0.1520 |          0.3639 |     0.3639 |            7164
02:46 |   291 |     1.250e-05 |     0.1517 |          0.2681 |     0.2682 |            7164
15:34 |   292 |     1.250e-05 |     0.1515 |          0.5102 |     0.5103 |            7164
28:14 |   293 |     1.250e-05 |     0.1513 |          0.3909 |     0.3910 |            7164
40:58 |   294 |     1.250e-05 |     0.1510 |          0.2656 |     0.2656 |            7164
53:43 |   295 |     1.250e-05 |     0.1509 |          0.3687 |     0.3687 |            7164
06:27 |   296 |     1.250e-05 |     0.1503 |          0.3073 |     0.3074 |            7164
19:23 |   297 |     1.250e-05 |     0.1499 |          0.3322 |     0.3322 |            7164
32:08 |   298 |     1.250e-05 |     0.1496 |          0.2979 |     0.2980 |            7164
44:51 |   299 |     1.250e-05 |     0.1496 |          0.4872 |     0.4873 |            7164
57:31 |   300 |     1.250e-05 |     0.1494 |          0.2980 |     0.2981 |            7164
10:17 |   301 |     1.250e-05 |     0.1496 |          0.2688 |     0.2689 |            7164
22:56 |   302 |     1.250e-05 |     0.1492 |          0.2690 |     0.2690 |            7164
35:42 |   303 |     1.250e-05 |     0.1493 |          0.3848 |     0.3848 |            7164
48:26 |   304 |     1.250e-05 |     0.1490 |          0.3006 |     0.3006 |            7164
01:08 |   305 |     1.250e-05 |     0.1487 |          0.2706 |     0.2707 |            7164
13:51 |   306 |     1.250e-05 |     0.1492 |          0.2662 |     0.2662 |            7164
26:40 |   307 |     1.250e-05 |     0.1480 |          0.3346 |     0.3347 |            7164
39:20 |   308 |     1.250e-05 |     0.1483 |          0.2508 |     0.2508 |            7164
52:03 |   309 |     1.250e-05 |     0.1480 |          0.3053 |     0.3054 |            7164
04:44 |   310 |     1.250e-05 |     0.1484 |          0.3343 |     0.3344 |            7164
17:27 |   311 |     1.250e-05 |     0.1480 |          0.2617 |     0.2618 |            7164
30:11 |   312 |     1.250e-05 |     0.1477 |          0.3008 |     0.3009 |            7164
42:58 |   313 |     1.250e-05 |     0.1473 |          0.2952 |     0.2952 |            7164
55:47 |   314 |     1.250e-05 |     0.1476 |          0.2556 |     0.2556 |            7164
08:34 |   315 |     1.250e-05 |     0.1476 |          0.2551 |     0.2551 |            7164
21:15 |   316 |     1.250e-05 |     0.1469 |          0.4858 |     0.4858 |            7164
34:03 |   317 |     1.250e-05 |     0.1471 |          0.3603 |     0.3603 |            7164
46:52 |   318 |     1.250e-05 |     0.1470 |          0.3798 |     0.3798 |            7164
59:38 |   319 |     1.250e-05 |     0.1462 |          0.2879 |     0.2879 |            7164
12:25 |   320 |     1.250e-05 |     0.1470 |          0.2485 |     0.2486 |            7164
25:13 |   321 |     1.250e-05 |     0.1462 |          0.3413 |     0.3413 |            7164
37:58 |   322 |     1.250e-05 |     0.1460 |          0.3443 |     0.3443 |            7164
50:45 |   323 |     1.250e-05 |     0.1456 |          0.4136 |     0.4136 |            7164
03:30 |   324 |     1.250e-05 |     0.1463 |          0.2688 |     0.2688 |            7164
16:15 |   325 |     1.250e-05 |     0.1462 |          0.3768 |     0.3768 |            7164
28:56 |   326 |     1.250e-05 |     0.1457 |          0.3193 |     0.3194 |            7164
41:41 |   327 |     1.250e-05 |     0.1456 |          0.2717 |     0.2718 |            7164
54:33 |   328 |     1.250e-05 |     0.1453 |          0.2475 |     0.2476 |            7164
07:14 |   329 |     1.250e-05 |     0.1450 |          0.4835 |     0.4835 |            7164
19:50 |   330 |     1.250e-05 |     0.1454 |          0.4526 |     0.4526 |            7164
32:35 |   331 |     1.250e-05 |     0.1457 |          0.5142 |     0.5142 |            7164
45:16 |   332 |     1.250e-05 |     0.1451 |          0.2750 |     0.2750 |            7164
58:01 |   333 |     1.250e-05 |     0.1436 |          0.2974 |     0.2975 |            7164
10:45 |   334 |     1.250e-05 |     0.1444 |          0.2590 |     0.2591 |            7164
23:31 |   335 |     1.250e-05 |     0.1442 |          0.2518 |     0.2518 |            7164
36:19 |   336 |     1.250e-05 |     0.1443 |          0.2959 |     0.2959 |            7164
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
59:19 |   337 |     1.250e-05 |     0.1441 |          0.3953 |     0.3953 |            7040
11:58 |   338 |     1.250e-05 |     0.1444 |          0.2460 |     0.2461 |            7190
24:37 |   339 |     1.250e-05 |     0.1438 |          0.2652 |     0.2652 |            7190
37:17 |   340 |     1.250e-05 |     0.1447 |          0.2915 |     0.2916 |            7190
50:00 |   341 |     1.250e-05 |     0.1437 |          0.2574 |     0.2575 |            7190
02:40 |   342 |     1.250e-05 |     0.1435 |          0.2649 |     0.2649 |            7190
15:23 |   343 |     1.250e-05 |     0.1437 |          0.2532 |     0.2532 |            7190
28:07 |   344 |     1.250e-05 |     0.1434 |          0.2483 |     0.2484 |            7190
40:57 |   345 |     1.250e-05 |     0.1424 |          0.5383 |     0.5383 |            7190
53:37 |   346 |     1.250e-05 |     0.1443 |          0.2478 |     0.2478 |            7190
06:20 |   347 |     1.250e-05 |     0.1428 |          0.2682 |     0.2683 |            7190
18:55 |   348 |     1.250e-05 |     0.1428 |          0.3300 |     0.3301 |            7190
31:34 |   349 |     1.250e-05 |     0.1423 |          0.3119 |     0.3119 |            7190
44:20 |   350 |     1.250e-05 |     0.1422 |          0.2571 |     0.2572 |            7190
57:01 |   351 |     1.250e-05 |     0.1428 |          0.3296 |     0.3297 |            7190
09:45 |   352 |     1.250e-05 |     0.1419 |          0.2726 |     0.2726 |            7190
22:28 |   353 |     1.250e-05 |     0.1414 |          0.2869 |     0.2870 |            7190
35:10 |   354 |     1.250e-05 |     0.1423 |          0.3162 |     0.3162 |            7190
47:55 |   355 |     1.250e-05 |     0.1418 |          0.3039 |     0.3040 |            7190
00:34 |   356 |     1.250e-05 |     0.1419 |          0.3211 |     0.3211 |            7190
13:13 |   357 |     1.250e-05 |     0.1419 |          0.4311 |     0.4312 |            7190
25:52 |   358 |     1.250e-05 |     0.1416 |          0.2560 |     0.2561 |            7190
38:26 |   359 |     1.250e-05 |     0.1413 |          0.2519 |     0.2519 |            7190
51:07 |   360 |     1.250e-05 |     0.1420 |          0.2960 |     0.2961 |            7190
03:54 |   361 |     1.250e-05 |     0.1414 |          0.3503 |     0.3504 |            7190
16:39 |   362 |     1.250e-05 |     0.1421 |          0.2466 |     0.2466 |            7190
29:21 |   363 |     1.250e-05 |     0.1406 |          0.2547 |     0.2547 |            7190
42:07 |   364 |     1.250e-05 |     0.1408 |          0.2843 |     0.2843 |            7190
54:51 |   365 |     1.250e-05 |     0.1416 |          0.2605 |     0.2606 |            7190
07:43 |   366 |     1.250e-05 |     0.1411 |          0.2443 |     0.2443 |            7190
20:20 |   367 |     1.250e-05 |     0.1417 |          0.3057 |     0.3057 |            7190
32:58 |   368 |     1.250e-05 |     0.1401 |          0.2462 |     0.2462 |            7190
45:34 |   369 |     1.250e-05 |     0.1404 |          0.3651 |     0.3651 |            7190
58:16 |   370 |     1.250e-05 |     0.1406 |          0.2651 |     0.2652 |            7190
10:54 |   371 |     1.250e-05 |     0.1394 |          0.2616 |     0.2617 |            7190
23:36 |   372 |     1.250e-05 |     0.1400 |          0.2520 |     0.2520 |            7190
36:14 |   373 |     1.250e-05 |     0.1403 |          0.2467 |     0.2468 |            7190
48:54 |   374 |     1.250e-05 |     0.1405 |          0.3298 |     0.3298 |            7190
01:37 |   375 |     1.250e-05 |     0.1402 |          0.2487 |     0.2488 |            7190
14:30 |   376 |     1.250e-05 |     0.1396 |          0.2428 |     0.2429 |            7190
27:15 |   377 |     1.250e-05 |     0.1398 |          0.2610 |     0.2611 |            7190
39:58 |   378 |     1.250e-05 |     0.1399 |          0.2953 |     0.2953 |            7190
52:39 |   379 |     1.250e-05 |     0.1396 |          0.3128 |     0.3129 |            7190
05:25 |   380 |     1.250e-05 |     0.1400 |          0.2481 |     0.2482 |            7190
18:08 |   381 |     1.250e-05 |     0.1399 |          0.3451 |     0.3452 |            7190
30:53 |   382 |     1.250e-05 |     0.1399 |          0.2427 |     0.2428 |            7190
43:37 |   383 |     1.250e-05 |     0.1387 |          0.3647 |     0.3647 |            7190
56:19 |   384 |     1.250e-05 |     0.1395 |          0.3897 |     0.3897 |            7190
09:03 |   385 |     1.250e-05 |     0.1386 |          0.2597 |     0.2597 |            7190
21:44 |   386 |     1.250e-05 |     0.1397 |          0.3392 |     0.3393 |            7190
34:32 |   387 |     1.250e-05 |     0.1388 |          0.2403 |     0.2404 |            7190
47:24 |   388 |     1.250e-05 |     0.1385 |          0.3157 |     0.3157 |            7190
00:08 |   389 |     1.250e-05 |     0.1389 |          0.3999 |     0.4000 |            7190
12:49 |   390 |     1.250e-05 |     0.1386 |          0.2778 |     0.2779 |            7190
25:30 |   391 |     1.250e-05 |     0.1389 |          0.2492 |     0.2492 |            7259
38:13 |   392 |     1.250e-05 |     0.1380 |          0.2637 |     0.2638 |            7259
51:02 |   393 |     1.250e-05 |     0.1379 |          0.3062 |     0.3062 |            7259
03:49 |   394 |     1.250e-05 |     0.1384 |          0.5183 |     0.5183 |            7259
16:38 |   395 |     1.250e-05 |     0.1381 |          0.4001 |     0.4001 |            7259
29:20 |   396 |     1.250e-05 |     0.1384 |          0.3944 |     0.3944 |            7259
42:08 |   397 |     1.250e-05 |     0.1384 |          0.2558 |     0.2558 |            7259
54:52 |   398 |     1.250e-05 |     0.1372 |          0.2488 |     0.2488 |            7259
07:30 |   399 |     1.250e-05 |     0.1370 |          0.2476 |     0.2477 |            7259
20:13 |   400 |     1.250e-05 |     0.1376 |          0.2447 |     0.2448 |            7259
32:56 |   401 |     1.250e-05 |     0.1371 |          0.3463 |     0.3463 |            7259
45:35 |   402 |     1.250e-05 |     0.1374 |          0.2443 |     0.2443 |            7259
58:10 |   403 |     1.250e-05 |     0.1364 |          0.2605 |     0.2605 |            7259
10:51 |   404 |     1.250e-05 |     0.1375 |          0.2709 |     0.2710 |            7259
23:31 |   405 |     1.250e-05 |     0.1373 |          0.2527 |     0.2528 |            7259
36:13 |   406 |     1.250e-05 |     0.1372 |          0.3388 |     0.3388 |            7259
48:57 |   407 |     1.250e-05 |     0.1374 |          0.2544 |     0.2544 |            7259
01:46 |   408 |     1.250e-05 |     0.1365 |          0.3549 |     0.3550 |            7259
14:26 |   409 |     1.250e-05 |     0.1373 |          0.4680 |     0.4680 |            7259
27:08 |   410 |     1.250e-05 |     0.1366 |          0.2440 |     0.2440 |            7259
39:46 |   411 |     1.250e-05 |     0.1374 |          0.3092 |     0.3093 |            7259
52:32 |   412 |     1.250e-05 |     0.1365 |          0.2620 |     0.2620 |            7259
05:13 |   413 |     1.250e-05 |     0.1364 |          0.3264 |     0.3264 |            7259
17:56 |   414 |     1.250e-05 |     0.1362 |          0.3295 |     0.3295 |            7259
30:34 |   415 |     1.250e-05 |     0.1364 |          0.2920 |     0.2921 |            7259
43:19 |   416 |     1.250e-05 |     0.1362 |          0.2538 |     0.2539 |            7259
56:05 |   417 |     1.250e-05 |     0.1362 |          0.2938 |     0.2938 |            7259
08:55 |   418 |     1.250e-05 |     0.1355 |          0.3024 |     0.3025 |            7259
21:36 |   419 |     6.250e-06 |     0.1155 |          0.2666 |     0.2666 |            7259
34:20 |   420 |     6.250e-06 |     0.1145 |          0.3149 |     0.3149 |            7259
47:06 |   421 |     6.250e-06 |     0.1141 |          0.2339 |     0.2339 |            7259
59:52 |   422 |     6.250e-06 |     0.1138 |          0.3236 |     0.3236 |            7259
12:36 |   423 |     6.250e-06 |     0.1136 |          0.3800 |     0.3800 |            7259
25:18 |   424 |     6.250e-06 |     0.1137 |          0.2319 |     0.2319 |            7259
37:59 |   425 |     6.250e-06 |     0.1134 |          0.2496 |     0.2496 |            7259
50:42 |   426 |     6.250e-06 |     0.1133 |          0.2323 |     0.2323 |            7259
03:29 |   427 |     6.250e-06 |     0.1129 |          0.2565 |     0.2566 |            7259
16:07 |   428 |     6.250e-06 |     0.1133 |          0.2327 |     0.2327 |            7259
29:00 |   429 |     6.250e-06 |     0.1127 |          0.2618 |     0.2619 |            7259
41:41 |   430 |     6.250e-06 |     0.1129 |          0.2610 |     0.2610 |            7259
54:26 |   431 |     6.250e-06 |     0.1127 |          0.2632 |     0.2632 |            7259
07:11 |   432 |     6.250e-06 |     0.1128 |          0.2804 |     0.2804 |            7259
19:47 |   433 |     6.250e-06 |     0.1127 |          0.2857 |     0.2857 |            7259
32:29 |   434 |     6.250e-06 |     0.1127 |          0.2820 |     0.2820 |            7259
45:11 |   435 |     6.250e-06 |     0.1125 |          0.3019 |     0.3019 |            7259
57:46 |   436 |     6.250e-06 |     0.1122 |          0.2820 |     0.2820 |            7259
10:28 |   437 |     6.250e-06 |     0.1122 |          0.2390 |     0.2390 |            7259
23:10 |   438 |     6.250e-06 |     0.1123 |          0.2577 |     0.2578 |            7259
36:00 |   439 |     6.250e-06 |     0.1120 |          0.2464 |     0.2464 |            7259
48:41 |   440 |     6.250e-06 |     0.1124 |          0.2468 |     0.2468 |            7259
01:19 |   441 |     6.250e-06 |     0.1120 |          0.3078 |     0.3078 |            7259
14:07 |   442 |     6.250e-06 |     0.1119 |          0.2336 |     0.2337 |            7259
26:56 |   443 |     6.250e-06 |     0.1117 |          0.2332 |     0.2333 |            7259
39:37 |   444 |     6.250e-06 |     0.1119 |          0.2344 |     0.2345 |            7259
52:21 |   445 |     6.250e-06 |     0.1117 |          0.2394 |     0.2394 |            7259
05:07 |   446 |     6.250e-06 |     0.1114 |          0.2606 |     0.2607 |            7259
17:43 |   447 |     6.250e-06 |     0.1118 |          0.2809 |     0.2809 |            7259
30:27 |   448 |     6.250e-06 |     0.1113 |          0.2318 |     0.2319 |            7259
43:12 |   449 |     6.250e-06 |     0.1113 |          0.2706 |     0.2707 |            7259
56:01 |   450 |     6.250e-06 |     0.1117 |          0.2341 |     0.2342 |            7259
08:40 |   451 |     6.250e-06 |     0.1110 |          0.2406 |     0.2406 |            7259
21:25 |   452 |     6.250e-06 |     0.1109 |          0.3041 |     0.3041 |            7259
34:08 |   453 |     6.250e-06 |     0.1115 |          0.2405 |     0.2405 |            7259
46:52 |   454 |     6.250e-06 |     0.1109 |          0.2761 |     0.2761 |            7259
59:34 |   455 |     6.250e-06 |     0.1113 |          0.2808 |     0.2808 |            7259
12:18 |   456 |     6.250e-06 |     0.1109 |          0.2973 |     0.2974 |            7259
24:56 |   457 |     6.250e-06 |     0.1107 |          0.2302 |     0.2303 |            7259
37:35 |   458 |     6.250e-06 |     0.1109 |          0.2352 |     0.2353 |            7259
50:11 |   459 |     6.250e-06 |     0.1107 |          0.2573 |     0.2574 |            7259
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
11:24 |   460 |     6.250e-06 |     0.1107 |          0.2623 |     0.2623 |            7022
24:12 |   461 |     6.250e-06 |     0.1106 |          0.2312 |     0.2312 |            7022
37:06 |   462 |     6.250e-06 |     0.1105 |          0.2908 |     0.2909 |            7022
49:45 |   463 |     6.250e-06 |     0.1105 |          0.3000 |     0.3001 |            7023
02:31 |   464 |     6.250e-06 |     0.1104 |          0.2315 |     0.2316 |            7034
15:12 |   465 |     6.250e-06 |     0.1100 |          0.2349 |     0.2350 |            7034
27:59 |   466 |     6.250e-06 |     0.1107 |          0.4314 |     0.4314 |            7051
40:41 |   467 |     6.250e-06 |     0.1102 |          0.2434 |     0.2434 |            7051
53:26 |   468 |     6.250e-06 |     0.1103 |          0.2457 |     0.2457 |            7051
06:15 |   469 |     6.250e-06 |     0.1100 |          0.2509 |     0.2509 |            7118
19:04 |   470 |     6.250e-06 |     0.1102 |          0.2312 |     0.2313 |            7118
31:58 |   471 |     6.250e-06 |     0.1099 |          0.3300 |     0.3300 |            7118
44:50 |   472 |     6.250e-06 |     0.1099 |          0.2630 |     0.2631 |            7118
57:37 |   473 |     6.250e-06 |     0.1099 |          0.2307 |     0.2308 |            7118
10:25 |   474 |     6.250e-06 |     0.1100 |          0.2368 |     0.2368 |            7118
23:12 |   475 |     6.250e-06 |     0.1098 |          0.2854 |     0.2854 |            7118
36:02 |   476 |     6.250e-06 |     0.1098 |          0.2456 |     0.2457 |            7118
48:52 |   477 |     6.250e-06 |     0.1095 |          0.3296 |     0.3297 |            7118
01:35 |   478 |     6.250e-06 |     0.1098 |          0.2306 |     0.2307 |            7118
14:22 |   479 |     6.250e-06 |     0.1093 |          0.2594 |     0.2594 |            7118
27:07 |   480 |     6.250e-06 |     0.1093 |          0.2315 |     0.2315 |            7118
39:52 |   481 |     6.250e-06 |     0.1094 |          0.2489 |     0.2489 |            7118
52:40 |   482 |     6.250e-06 |     0.1092 |          0.2884 |     0.2885 |            7118
05:32 |   483 |     6.250e-06 |     0.1092 |          0.2415 |     0.2415 |            7170
18:19 |   484 |     6.250e-06 |     0.1093 |          0.2356 |     0.2356 |            7170
31:08 |   485 |     6.250e-06 |     0.1092 |          0.3346 |     0.3346 |            7170
43:52 |   486 |     6.250e-06 |     0.1092 |          0.2488 |     0.2489 |            7170
56:38 |   487 |     6.250e-06 |     0.1088 |          0.2839 |     0.2839 |            7170
09:23 |   488 |     6.250e-06 |     0.1089 |          0.2822 |     0.2822 |            7170
22:11 |   489 |     6.250e-06 |     0.1089 |          0.3695 |     0.3696 |            7170
35:02 |   490 |     3.125e-06 |     0.1001 |          0.2308 |     0.2308 |            7170
47:44 |   491 |     3.125e-06 |     0.0996 |          0.2324 |     0.2325 |            7170
00:27 |   492 |     3.125e-06 |     0.0993 |          0.2858 |     0.2859 |            7170
13:24 |   493 |     3.125e-06 |     0.0993 |          0.2268 |     0.2269 |            7170
26:15 |   494 |     3.125e-06 |     0.0992 |          0.2290 |     0.2290 |            7170
39:02 |   495 |     3.125e-06 |     0.0990 |          0.2533 |     0.2534 |            7170
51:46 |   496 |     3.125e-06 |     0.0990 |          0.2574 |     0.2574 |            7170
04:35 |   497 |     3.125e-06 |     0.0989 |          0.2439 |     0.2440 |            7170
17:20 |   498 |     3.125e-06 |     0.0988 |          0.2381 |     0.2382 |            7170
30:12 |   499 |     3.125e-06 |     0.0990 |          0.2520 |     0.2520 |            7170
43:07 |   500 |     3.125e-06 |     0.0988 |          0.2363 |     0.2363 |            7170
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
 Time | Epoch | Learning rate | Train loss | Validation loss | MAE_energy | GPU Memory (MB)
